index	max_degree	fail_node_degree	fail_neber_degree	fail_degree_sum	max_load	big_load_num	fail_load_sum	fail_num	first_round_fail	neber_fail_num	fail_round	subgraph_num	fail_node_load	load_change	degree_change	fail_neber_load	LCC
37,44,	96	23	29	57	47732	46	16499	11	10	9	2	4	13798	38235	110	2547	1	
37,45,	96	22	37	64	46883	46	16682	13	10	11	2	5	13486	47080	122	3042	1	
37,46,	96	19	29	53	47572	46	15346	11	10	9	2	4	12645	37501	102	2547	1	
37,47,	95	20	29	54	47324	45	17691	11	10	9	2	4	14990	39553	104	2547	1	
37,48,	96	18	29	52	47568	46	15346	11	10	9	2	4	12645	37295	100	2547	1	
37,49,	96	18	29	52	47568	46	15346	11	10	9	2	4	12645	37295	100	2547	1	
37,50,	95	28	29	62	47462	45	17576	11	10	9	2	4	14875	39985	120	2547	1	
37,51,	96	18	29	52	47568	46	15346	11	10	9	2	4	12645	37295	100	2547	1	
37,52,	96	34	29	68	47396	45	19557	11	10	9	2	8	16856	49817	132	2547	1	
37,53,	96	31	29	65	47674	45	20823	11	10	9	2	4	18122	42991	126	2547	1	
37,54,	96	19	29	53	47568	46	15346	11	10	9	2	4	12645	37505	102	2547	1	
37,55,	96	19	29	53	47610	46	15764	11	10	9	2	4	13063	37328	102	2547	1	
37,56,	94	35	37	77	46357	46	23613	13	12	11	2	7	20516	53613	148	2943	1	
37,57,	96	22	29	56	47568	46	15837	11	10	9	2	5	13136	40068	108	2547	1	
37,58,	96	19	29	53	47568	46	15633	11	10	9	2	4	12932	37547	102	2547	1	
37,59,	95	19	29	53	47269	46	15346	11	10	9	2	4	12645	37294	102	2547	1	
37,60,	96	21	29	55	47647	46	16380	11	10	9	2	4	13679	37830	106	2547	1	
37,61,	95	21	29	55	47330	46	15551	11	10	9	2	4	12850	37633	106	2547	1	
37,62,	95	26	29	60	47430	46	15789	11	10	9	2	4	13088	37968	116	2547	1	
37,63,	95	20	29	54	46852	46	15837	11	10	9	2	5	13136	39434	104	2547	1	
37,64,	96	23	32	60	47371	46	16950	12	11	10	2	6	14025	45453	116	2771	1	
37,65,	96	19	29	53	47573	46	16106	11	10	9	2	4	13405	37850	102	2547	1	
37,66,	96	18	29	52	47568	46	15346	11	10	9	2	4	12645	37295	100	2547	1	
37,67,	96	18	29	52	47568	46	15346	11	10	9	2	4	12645	37295	100	2547	1	
37,68,	94	61	99	167	43890	37	38948	30	29	27	2	13	25920	135826	310	12753	0	
37,69,	96	18	29	52	47571	46	15346	11	10	9	2	4	12645	39392	100	2547	1	
37,70,	96	21	29	55	47341	44	16433	11	10	9	2	6	13732	46333	106	2547	1	
37,71,	96	19	29	53	47595	46	15434	11	10	9	2	4	12733	38087	102	2547	1	
37,72,	96	23	33	63	47121	46	17349	13	12	10	2	7	14173	50994	122	2901	1	
37,73,	96	21	29	55	47580	46	15700	11	10	9	2	4	12999	39063	106	2547	1	
37,74,	96	18	29	52	47610	46	15346	11	10	9	2	4	12645	37808	100	2547	1	
37,75,	96	25	29	59	47298	45	19348	11	10	9	2	8	16647	48179	114	2547	1	
37,76,	96	19	29	53	47642	46	15346	11	10	9	2	4	12645	38547	102	2547	1	
37,77,	96	18	29	52	47559	46	15346	11	10	9	2	4	12645	37246	100	2547	1	
37,78,	95	18	29	52	47212	46	15346	11	10	9	2	4	12645	37166	100	2547	1	
37,79,	96	19	29	53	47570	46	15417	11	10	9	2	4	12716	39540	102	2547	1	
37,80,	96	20	29	54	47559	46	15882	11	10	9	2	4	13181	38106	104	2547	1	
37,81,	96	19	29	53	47642	46	15346	11	10	9	2	4	12645	38547	102	2547	1	
37,82,	96	19	29	53	47503	46	15346	11	10	9	2	4	12645	37903	102	2547	1	
37,83,	96	20	29	54	47560	46	15686	11	10	9	2	4	12985	37612	104	2547	1	
37,84,	96	27	38	70	46963	44	18602	14	13	12	2	6	14915	50704	130	3533	1	
37,85,	96	21	29	55	47596	46	15603	11	10	9	2	4	12902	39254	106	2547	1	
37,86,	96	19	29	53	47590	46	15519	11	10	9	2	4	12818	39003	102	2547	1	
37,87,	96	22	29	56	47336	46	16773	11	10	9	2	6	14072	41753	108	2547	1	
37,88,	96	18	29	52	47492	46	15346	11	10	9	2	4	12645	37964	100	2547	1	
37,89,	96	18	29	52	47570	46	15346	11	10	9	2	4	12645	38983	100	2547	1	
37,90,	94	45	31	81	47167	45	20371	12	11	10	2	5	17451	45881	158	2766	1	
37,91,	96	18	29	52	47631	46	15346	11	10	9	2	4	12645	38269	100	2547	1	
37,92,	96	20	32	57	47008	45	15979	11	9	9	2	5	12865	43116	108	2960	1	
37,93,	95	27	32	66	46779	45	17813	13	12	10	2	5	14635	43146	126	2806	1	
37,94,	96	18	29	52	47496	46	15346	11	10	9	2	4	12645	37909	100	2547	1	
37,95,	96	18	29	52	47559	46	15346	11	10	9	2	4	12645	37246	100	2547	1	
37,96,	96	18	29	52	47571	46	15346	11	10	9	2	4	12645	39392	100	2547	1	
37,97,	95	18	29	52	47212	46	15346	11	10	9	2	4	12645	37166	100	2547	1	
37,98,	96	19	29	53	47560	46	15399	11	10	9	2	4	12698	37499	102	2547	1	
37,99,	96	19	29	53	47574	46	15422	11	10	9	2	4	12721	37437	102	2547	1	
38,39,	97	4	0	4	48565	48	444	0	0	0	0	1	444	4005	8	0	2	
38,40,	96	12	0	12	48153	48	878	0	0	0	0	2	878	6731	24	0	2	
38,41,	96	10	4	14	48111	46	2978	1	1	1	1	2	2592	10256	28	386	2	
38,42,	96	13	23	36	47926	46	5048	3	1	3	2	1	1994	8588	70	3054	2	
38,43,	95	20	8	28	47280	47	8526	2	2	2	1	4	7265	23997	56	1261	1	
38,44,	97	8	3	11	48539	48	1354	1	1	1	1	1	1305	6212	22	49	2	
38,45,	97	7	0	7	48580	48	993	0	0	0	0	1	993	4288	14	0	2	
38,46,	97	4	0	4	48535	48	152	0	0	0	0	1	152	3839	8	0	2	
38,47,	96	5	0	5	48267	47	2497	0	0	0	0	1	2497	5733	10	0	2	
38,48,	97	3	0	3	48531	48	152	0	0	0	0	1	152	3634	6	0	2	
38,49,	97	3	0	3	48531	48	152	0	0	0	0	1	152	3634	6	0	2	
38,50,	96	13	0	13	48412	47	2382	0	0	0	0	1	2382	6336	26	0	2	
38,51,	97	3	0	3	48531	48	152	0	0	0	0	1	152	3634	6	0	2	
38,52,	97	19	0	19	48353	47	4363	0	0	0	0	5	4363	16473	38	0	2	
38,53,	97	16	0	16	48631	47	5629	0	0	0	0	1	5629	9242	32	0	2	
38,54,	97	4	0	4	48531	48	152	0	0	0	0	1	152	3843	8	0	2	
38,55,	97	4	0	4	48573	48	570	0	0	0	0	1	570	3603	8	0	2	
38,56,	95	20	8	28	47276	48	8419	2	2	2	1	4	8023	19987	54	396	2	
38,57,	97	7	0	7	48531	48	643	0	0	0	0	2	643	6465	14	0	2	
38,58,	97	4	0	4	48531	48	439	0	0	0	0	1	439	3918	8	0	2	
38,59,	96	4	0	4	48212	48	152	0	0	0	0	1	152	3667	8	0	2	
38,60,	97	6	0	6	48610	48	1186	0	0	0	0	1	1186	4198	12	0	2	
38,61,	96	6	0	6	48275	48	357	0	0	0	0	1	357	4002	12	0	2	
38,62,	96	11	0	11	48378	48	595	0	0	0	0	1	595	4341	22	0	2	
38,63,	96	5	0	5	47781	48	643	0	0	0	0	2	643	5903	10	0	2	
38,64,	97	8	3	11	48343	48	1756	1	1	1	1	3	1532	12006	22	224	2	
38,65,	97	4	0	4	48536	48	912	0	0	0	0	1	912	4189	8	0	2	
38,66,	97	3	0	3	48531	48	152	0	0	0	0	1	152	3634	6	0	2	
38,67,	97	3	0	3	48531	48	152	0	0	0	0	1	152	3634	6	0	2	
38,68,	95	46	62	112	45109	39	22601	18	18	16	1	10	13427	105105	206	9044	1	
38,69,	97	3	0	3	48538	47	152	0	0	0	0	1	152	5932	6	0	2	
38,70,	97	6	0	6	48328	45	1239	0	0	0	0	3	1239	13397	12	0	2	
38,71,	97	4	0	4	48558	48	240	0	0	0	0	1	240	4442	8	0	2	
38,72,	97	8	4	14	48115	47	2155	2	2	1	1	4	1680	17793	28	354	2	
38,73,	97	6	0	6	48547	47	506	0	0	0	0	1	506	5696	12	0	2	
38,74,	97	3	0	3	48570	48	152	0	0	0	0	1	152	4164	6	0	2	
38,75,	97	10	0	10	48270	47	4154	0	0	0	0	5	4154	14708	20	0	2	
38,76,	97	4	0	4	48599	48	152	0	0	0	0	1	152	4928	8	0	2	
38,77,	97	3	0	3	48522	48	152	0	0	0	0	1	152	3545	6	0	2	
38,78,	96	3	0	3	48155	48	152	0	0	0	0	1	152	3525	6	0	2	
38,79,	97	4	0	4	48537	47	223	0	0	0	0	1	223	6057	8	0	2	
38,80,	97	5	0	5	48522	48	688	0	0	0	0	1	688	4402	10	0	2	
38,81,	97	4	0	4	48599	48	152	0	0	0	0	1	152	4928	8	0	2	
38,82,	97	4	0	4	48465	48	152	0	0	0	0	1	152	4231	8	0	2	
38,83,	97	5	0	5	48523	48	492	0	0	0	0	1	492	3905	10	0	2	
38,84,	97	12	9	21	47956	46	3408	3	3	3	1	3	2422	16983	36	986	2	
38,85,	97	6	0	6	48563	47	409	0	0	0	0	1	409	5698	12	0	2	
38,86,	97	4	0	4	48557	47	325	0	0	0	0	1	325	5424	8	0	2	
38,87,	97	7	0	7	48302	48	1579	0	0	0	0	3	1579	8188	14	0	2	
38,88,	97	3	0	3	48442	48	152	0	0	0	0	1	152	4339	6	0	2	
38,89,	97	3	0	3	48537	47	152	0	0	0	0	1	152	5512	6	0	2	
38,90,	95	30	2	32	48109	47	5177	1	1	1	1	2	4958	12754	64	219	2	
38,91,	97	3	0	3	48588	48	152	0	0	0	0	1	152	4629	6	0	2	
38,92,	97	5	0	5	48435	47	372	0	0	0	0	1	372	4813	10	0	2	
38,93,	96	12	3	17	47728	47	2619	2	2	1	1	2	2142	9487	32	259	2	
38,94,	97	3	0	3	48446	48	152	0	0	0	0	1	152	4296	6	0	2	
38,95,	97	3	0	3	48522	48	152	0	0	0	0	1	152	3545	6	0	2	
38,96,	97	3	0	3	48538	47	152	0	0	0	0	1	152	5932	6	0	2	
38,97,	96	3	0	3	48155	48	152	0	0	0	0	1	152	3525	6	0	2	
38,98,	97	4	0	4	48523	48	205	0	0	0	0	1	205	3797	8	0	2	
38,99,	97	4	0	4	48537	48	228	0	0	0	0	1	228	3771	8	0	2	
39,40,	96	12	0	12	48188	48	1018	0	0	0	0	2	1018	6897	24	0	2	
39,41,	96	10	4	14	48151	46	3118	1	1	1	1	2	2732	10366	28	386	2	
39,42,	96	13	20	33	48118	46	5139	2	2	2	1	1	2134	6563	66	3005	2	
39,43,	95	20	8	28	47316	47	8666	2	2	2	1	4	7405	24213	56	1261	1	
39,44,	97	8	3	11	48576	48	1494	1	1	1	1	1	1445	6433	22	49	2	
39,45,	97	7	0	7	48615	48	1133	0	0	0	0	1	1133	4488	14	0	2	
39,46,	97	4	0	4	48569	48	292	0	0	0	0	1	292	4019	8	0	2	
39,47,	96	5	0	5	48302	47	2637	0	0	0	0	1	2637	5901	10	0	2	
39,48,	97	3	0	3	48565	48	292	0	0	0	0	1	292	3813	6	0	2	
39,49,	97	3	0	3	48565	48	292	0	0	0	0	1	292	3813	6	0	2	
39,50,	96	13	0	13	48447	47	2522	0	0	0	0	1	2522	6503	26	0	2	
39,51,	97	3	0	3	48565	48	292	0	0	0	0	1	292	3813	6	0	2	
39,52,	97	19	0	19	48388	47	4503	0	0	0	0	5	4503	16637	38	0	2	
39,53,	97	16	0	16	48666	47	5769	0	0	0	0	1	5769	9410	32	0	2	
39,54,	97	4	0	4	48565	48	292	0	0	0	0	1	292	4023	8	0	2	
39,55,	97	4	0	4	48607	48	710	0	0	0	0	1	710	3774	8	0	2	
39,56,	95	20	8	28	47311	48	8559	2	2	2	1	4	8163	20152	54	396	2	
39,57,	97	7	0	7	48564	48	783	0	0	0	0	2	783	6669	14	0	2	
39,58,	97	4	0	4	48565	48	579	0	0	0	0	1	579	4095	8	0	2	
39,59,	96	4	0	4	48247	48	292	0	0	0	0	1	292	3834	8	0	2	
39,60,	97	6	0	6	48644	48	1326	0	0	0	0	1	1326	4361	12	0	2	
39,61,	96	6	0	6	48310	48	497	0	0	0	0	1	497	4169	12	0	2	
39,62,	96	11	0	11	48413	48	735	0	0	0	0	1	735	4509	22	0	2	
39,63,	96	5	0	5	47816	48	783	0	0	0	0	2	783	6069	10	0	2	
39,64,	97	8	3	11	48375	48	1896	1	1	1	1	3	1672	12213	22	224	2	
39,65,	97	4	0	4	48570	48	1052	0	0	0	0	1	1052	4350	8	0	2	
39,66,	97	3	0	3	48565	48	292	0	0	0	0	1	292	3813	6	0	2	
39,67,	97	3	0	3	48565	48	292	0	0	0	0	1	292	3813	6	0	2	
39,68,	95	46	62	112	45143	38	22741	18	18	16	1	10	13567	105201	206	9044	1	
39,69,	97	3	0	3	48573	47	292	0	0	0	0	1	292	6096	6	0	2	
39,70,	97	6	0	6	48363	45	1379	0	0	0	0	3	1379	13553	12	0	2	
39,71,	97	4	0	4	48593	48	380	0	0	0	0	1	380	4608	8	0	2	
39,72,	97	8	4	14	48149	47	2295	2	2	1	1	4	1820	17962	28	354	2	
39,73,	97	6	0	6	48582	47	646	0	0	0	0	1	646	5860	12	0	2	
39,74,	97	3	0	3	48605	48	292	0	0	0	0	1	292	4330	6	0	2	
39,75,	97	10	0	10	48305	47	4294	0	0	0	0	5	4294	14866	20	0	2	
39,76,	97	4	0	4	48634	48	292	0	0	0	0	1	292	5095	8	0	2	
39,77,	97	3	0	3	48557	48	292	0	0	0	0	1	292	3711	6	0	2	
39,78,	96	3	0	3	48190	48	292	0	0	0	0	1	292	3693	6	0	2	
39,79,	97	4	0	4	48572	47	363	0	0	0	0	1	363	6220	8	0	2	
39,80,	97	5	0	5	48557	48	828	0	0	0	0	1	828	4566	10	0	2	
39,81,	97	4	0	4	48634	48	292	0	0	0	0	1	292	5095	8	0	2	
39,82,	97	4	0	4	48500	48	292	0	0	0	0	1	292	4397	8	0	2	
39,83,	97	5	0	5	48558	48	632	0	0	0	0	1	632	4072	10	0	2	
39,84,	97	12	9	21	47989	46	3548	3	3	3	1	3	2562	17178	36	986	2	
39,85,	97	6	0	6	48597	47	549	0	0	0	0	1	549	5888	12	0	2	
39,86,	97	4	0	4	48592	47	465	0	0	0	0	1	465	5588	8	0	2	
39,87,	97	7	0	7	48337	48	1719	0	0	0	0	3	1719	8350	14	0	2	
39,88,	97	3	0	3	48477	48	292	0	0	0	0	1	292	4506	6	0	2	
39,89,	97	3	0	3	48572	47	292	0	0	0	0	1	292	5676	6	0	2	
39,90,	95	30	2	32	48144	47	5317	1	1	1	1	2	5098	12922	64	219	2	
39,91,	97	3	0	3	48623	48	292	0	0	0	0	1	292	4796	6	0	2	
39,92,	97	5	0	5	48470	47	512	0	0	0	0	1	512	4979	10	0	2	
39,93,	96	12	3	17	47763	47	2759	2	2	1	1	2	2282	9656	32	259	2	
39,94,	97	3	0	3	48481	48	292	0	0	0	0	1	292	4463	6	0	2	
39,95,	97	3	0	3	48557	48	292	0	0	0	0	1	292	3711	6	0	2	
39,96,	97	3	0	3	48573	47	292	0	0	0	0	1	292	6096	6	0	2	
39,97,	96	3	0	3	48190	48	292	0	0	0	0	1	292	3693	6	0	2	
39,98,	97	4	0	4	48558	48	345	0	0	0	0	1	345	3963	8	0	2	
39,99,	97	4	0	4	48572	48	368	0	0	0	0	1	368	3937	8	0	2	
40,41,	95	18	4	22	47743	46	3552	1	1	1	1	3	3166	13084	44	386	2	
40,42,	95	21	23	44	47556	46	5622	3	1	3	2	2	2568	11477	86	3054	2	
40,43,	94	28	8	36	46921	47	9100	2	2	2	1	5	7839	26793	72	1261	1	
40,44,	96	16	3	19	48165	48	1928	1	1	1	1	2	1879	9073	38	49	2	
40,45,	96	15	0	15	48202	48	1567	0	0	0	0	2	1567	7193	30	0	2	
40,46,	96	12	0	12	48157	48	726	0	0	0	0	2	726	6747	24	0	2	
40,47,	95	13	0	13	47891	47	3071	0	0	0	0	2	3071	8659	26	0	2	
40,48,	96	11	0	11	48153	48	726	0	0	0	0	2	726	6539	22	0	2	
40,49,	96	11	0	11	48153	48	726	0	0	0	0	2	726	6539	22	0	2	
40,50,	95	21	0	21	48036	47	2956	0	0	0	0	2	2956	9239	42	0	2	
40,51,	96	11	0	11	48153	48	726	0	0	0	0	2	726	6539	22	0	2	
40,52,	96	27	0	27	47975	47	4937	0	0	0	0	6	4937	19314	54	0	2	
40,53,	96	24	0	24	48253	47	6203	0	0	0	0	2	6203	12159	48	0	2	
40,54,	96	12	0	12	48153	48	726	0	0	0	0	2	726	6748	24	0	2	
40,55,	96	12	0	12	48197	48	1144	0	0	0	0	2	1144	6467	24	0	2	
40,56,	94	28	8	36	46909	48	8993	2	2	2	1	5	8597	22817	70	396	2	
40,57,	96	15	0	15	48153	48	1217	0	0	0	0	3	1217	9363	30	0	2	
40,58,	96	12	0	12	48153	48	1013	0	0	0	0	2	1013	6821	24	0	2	
40,59,	95	12	0	12	47836	48	726	0	0	0	0	2	726	6573	24	0	2	
40,60,	96	14	0	14	48233	48	1760	0	0	0	0	2	1760	7112	28	0	2	
40,61,	95	14	0	14	47899	48	931	0	0	0	0	2	931	6907	28	0	2	
40,62,	95	19	0	19	48002	48	1169	0	0	0	0	2	1169	7246	38	0	2	
40,63,	95	13	0	13	47407	48	1217	0	0	0	0	3	1217	8805	26	0	2	
40,64,	96	16	3	19	47965	48	2330	1	1	1	1	4	2106	14900	38	224	2	
40,65,	96	12	0	12	48158	48	1486	0	0	0	0	2	1486	7114	24	0	2	
40,66,	96	11	0	11	48153	48	726	0	0	0	0	2	726	6539	22	0	2	
40,67,	96	11	0	11	48153	48	726	0	0	0	0	2	726	6539	22	0	2	
40,68,	94	54	62	120	44741	39	23175	18	18	16	1	11	14001	108032	222	9044	0	
40,69,	96	11	0	11	48160	47	726	0	0	0	0	2	726	8846	22	0	2	
40,70,	96	14	0	14	47950	45	1813	0	0	0	0	4	1813	16322	28	0	2	
40,71,	96	12	0	12	48180	48	814	0	0	0	0	2	814	7349	24	0	2	
40,72,	96	16	4	22	47737	47	2729	2	2	1	1	5	2254	20697	44	354	2	
40,73,	96	14	0	14	48169	47	1080	0	0	0	0	2	1080	8611	28	0	2	
40,74,	96	11	0	11	48192	48	726	0	0	0	0	2	726	7069	22	0	2	
40,75,	96	18	0	18	47892	47	4728	0	0	0	0	6	4728	17598	36	0	2	
40,76,	96	12	0	12	48221	48	726	0	0	0	0	2	726	7824	24	0	2	
40,77,	96	11	0	11	48144	48	726	0	0	0	0	2	726	6453	22	0	2	
40,78,	95	11	0	11	47778	48	726	0	0	0	0	2	726	6433	22	0	2	
40,79,	96	12	0	12	48159	47	797	0	0	0	0	2	797	8972	24	0	2	
40,80,	96	13	0	13	48144	48	1262	0	0	0	0	2	1262	7311	26	0	2	
40,81,	96	12	0	12	48221	48	726	0	0	0	0	2	726	7824	24	0	2	
40,82,	96	12	0	12	48089	48	726	0	0	0	0	2	726	7119	24	0	2	
40,83,	96	13	0	13	48145	48	1066	0	0	0	0	2	1066	6811	26	0	2	
40,84,	96	20	9	29	47578	46	3982	3	3	3	1	4	2996	19870	52	986	2	
40,85,	96	14	0	14	48185	47	983	0	0	0	0	2	983	8600	28	0	2	
40,86,	96	12	0	12	48179	47	899	0	0	0	0	2	899	8337	24	0	2	
40,87,	96	15	0	15	47924	48	2153	0	0	0	0	4	2153	11088	30	0	2	
40,88,	96	11	0	11	48066	48	726	0	0	0	0	2	726	7230	22	0	2	
40,89,	96	11	0	11	48159	47	726	0	0	0	0	2	726	8427	22	0	2	
40,90,	94	38	2	40	47724	47	5751	1	1	1	1	3	5532	15504	78	219	2	
40,91,	96	11	0	11	48210	48	726	0	0	0	0	2	726	7526	22	0	2	
40,92,	96	13	0	13	48059	47	946	0	0	0	0	2	946	7705	26	0	2	
40,93,	95	20	3	25	47355	47	3193	2	2	1	1	3	2716	12364	48	259	2	
40,94,	96	11	0	11	48070	48	726	0	0	0	0	2	726	7187	22	0	2	
40,95,	96	11	0	11	48144	48	726	0	0	0	0	2	726	6453	22	0	2	
40,96,	96	11	0	11	48160	47	726	0	0	0	0	2	726	8846	22	0	2	
40,97,	95	11	0	11	47778	48	726	0	0	0	0	2	726	6433	22	0	2	
40,98,	96	12	0	12	48145	48	779	0	0	0	0	2	779	6706	24	0	2	
40,99,	96	12	0	12	48161	48	802	0	0	0	0	2	802	6659	24	0	2	
41,42,	95	19	35	54	47617	45	9667	5	4	5	2	2	4282	18898	106	5385	2	
41,43,	94	26	12	38	46890	45	11200	3	3	3	1	5	9553	30441	76	1647	1	
41,44,	96	14	7	21	48127	46	4028	2	2	2	1	2	3593	12963	42	435	2	
41,45,	96	13	4	17	48169	46	3667	1	1	1	1	2	3281	10708	34	386	2	
41,46,	96	10	4	14	48115	46	2826	1	1	1	1	2	2440	10279	28	386	2	
41,47,	95	11	4	15	47854	45	5171	1	1	1	1	2	4785	12120	30	386	2	
41,48,	96	9	4	13	48111	46	2826	1	1	1	1	2	2440	10070	26	386	2	
41,49,	96	9	4	13	48111	46	2826	1	1	1	1	2	2440	10070	26	386	2	
41,50,	95	19	4	23	47999	45	5056	1	1	1	1	2	4670	12698	46	386	2	
41,51,	96	9	4	13	48111	46	2826	1	1	1	1	2	2440	10070	26	386	2	
41,52,	96	25	4	29	47937	45	7037	1	1	1	1	6	6651	22770	58	386	2	
41,53,	96	22	4	26	48215	45	8303	1	1	1	1	2	7917	15591	52	386	2	
41,54,	96	10	4	14	48111	46	2826	1	1	1	1	2	2440	10283	28	386	2	
41,55,	96	10	4	14	48155	46	3244	1	1	1	1	2	2858	9978	28	386	2	
41,56,	94	26	12	38	46878	46	11093	3	3	3	1	5	10311	26267	74	782	1	
41,57,	96	13	4	17	48115	46	3317	1	1	1	1	3	2931	12821	34	386	2	
41,58,	96	10	4	14	48111	46	3113	1	1	1	1	2	2727	10342	28	386	2	
41,59,	95	10	4	14	47799	46	2826	1	1	1	1	2	2440	10051	28	386	2	
41,60,	96	12	4	16	48191	47	3860	1	1	1	1	2	3474	10537	32	386	2	
41,61,	95	12	4	16	47862	46	3031	1	1	1	1	2	2645	10384	32	386	2	
41,62,	95	17	4	21	47965	46	3269	1	1	1	1	2	2883	10718	42	386	2	
41,63,	95	11	4	15	47371	46	3317	1	1	1	1	3	2931	12269	30	386	2	
41,64,	96	14	7	21	47923	46	4430	2	2	2	1	4	3820	18412	42	610	2	
41,65,	96	10	4	14	48116	46	3586	1	1	1	1	2	3200	10532	28	386	2	
41,66,	96	9	4	13	48111	46	2826	1	1	1	1	2	2440	10070	26	386	2	
41,67,	96	9	4	13	48111	46	2826	1	1	1	1	2	2440	10070	26	386	2	
41,68,	94	52	68	122	44707	38	25275	19	19	18	1	11	15715	110159	226	9439	0	
41,69,	96	9	4	13	48124	45	2826	1	1	1	1	2	2440	12229	26	386	2	
41,70,	96	12	4	16	47918	45	3913	1	1	1	1	4	3527	19488	32	386	2	
41,71,	96	10	4	14	48138	46	2914	1	1	1	1	2	2528	10887	28	386	2	
41,72,	96	14	8	24	47685	45	4829	3	3	2	1	5	3968	24270	48	740	1	
41,73,	96	12	4	16	48133	45	3180	1	1	1	1	2	2794	11961	32	386	2	
41,74,	96	9	4	13	48156	46	2826	1	1	1	1	2	2440	10544	26	386	2	
41,75,	96	16	4	20	47864	45	6828	1	1	1	1	6	6442	21025	40	386	2	
41,76,	96	10	4	14	48183	46	2826	1	1	1	1	2	2440	11297	28	386	2	
41,77,	96	9	4	13	48109	46	2826	1	1	1	1	2	2440	9901	26	386	2	
41,78,	95	9	4	13	47741	46	2826	1	1	1	1	2	2440	9916	26	386	2	
41,79,	96	10	4	14	48123	45	2897	1	1	1	1	2	2511	12354	28	386	2	
41,80,	96	11	4	15	48109	46	3362	1	1	1	1	2	2976	10754	30	386	2	
41,81,	96	10	4	14	48183	46	2826	1	1	1	1	2	2440	11297	28	386	2	
41,82,	96	10	4	14	48052	46	2826	1	1	1	1	2	2440	10594	28	386	2	
41,83,	96	11	4	15	48110	46	3166	1	1	1	1	2	2780	10266	30	386	2	
41,84,	96	18	13	31	47544	45	6082	4	4	4	1	4	4710	23329	56	1372	1	
41,85,	96	12	4	16	48142	45	3083	1	1	1	1	2	2697	12203	32	386	2	
41,86,	96	10	4	14	48143	45	2999	1	1	1	1	2	2613	11714	28	386	2	
41,87,	96	13	4	17	47895	47	4253	1	1	1	1	4	3867	14425	34	386	2	
41,88,	96	9	4	13	48029	46	2826	1	1	1	1	2	2440	10706	26	386	2	
41,89,	96	9	4	13	48123	45	2826	1	1	1	1	2	2440	11811	26	386	2	
41,90,	94	36	6	42	47699	45	7851	2	2	2	1	3	7246	19124	84	605	2	
41,91,	96	9	4	13	48172	46	2826	1	1	1	1	2	2440	11007	26	386	2	
41,92,	96	11	4	15	48022	45	3046	1	1	1	1	2	2660	11180	30	386	2	
41,93,	95	18	7	27	47308	46	5293	3	3	2	1	3	4430	16001	52	645	2	
41,94,	96	9	4	13	48033	46	2826	1	1	1	1	2	2440	10663	26	386	2	
41,95,	96	9	4	13	48109	46	2826	1	1	1	1	2	2440	9901	26	386	2	
41,96,	96	9	4	13	48124	45	2826	1	1	1	1	2	2440	12229	26	386	2	
41,97,	95	9	4	13	47741	46	2826	1	1	1	1	2	2440	9916	26	386	2	
41,98,	96	10	4	14	48110	46	2879	1	1	1	1	2	2493	10151	28	386	2	
41,99,	96	10	4	14	48117	46	2902	1	1	1	1	2	2516	10202	28	386	2	
42,43,	94	29	26	55	46606	46	12235	4	4	4	1	4	8955	28062	108	3280	1	
42,44,	96	17	9	26	48220	48	4112	2	2	2	1	1	2995	3534	52	1117	2	
42,45,	96	16	20	36	48132	47	5688	2	2	2	1	1	2683	7204	72	3005	2	
42,46,	96	13	23	36	47930	46	4896	3	1	3	2	1	1842	8603	70	3054	2	
42,47,	95	14	20	34	47822	46	7192	2	2	2	1	1	4187	8345	68	3005	2	
42,48,	96	12	23	35	47926	46	4896	3	1	3	2	1	1842	8395	68	3054	2	
42,49,	96	12	23	35	47926	46	4896	3	1	3	2	1	1842	8395	68	3054	2	
42,50,	95	22	20	42	47967	46	7077	2	2	2	1	1	4072	8938	84	3005	2	
42,51,	96	12	23	35	47926	46	4896	3	1	3	2	1	1842	8395	68	3054	2	
42,52,	96	28	23	51	47748	45	9107	3	1	3	2	5	6053	21206	100	3054	1	
42,53,	96	25	20	45	48183	46	10324	2	2	2	1	1	7319	11881	90	3005	2	
42,54,	96	13	23	36	47926	46	4896	3	1	3	2	1	1842	8604	70	3054	2	
42,55,	96	13	23	36	47970	46	5314	3	1	3	2	1	2260	8337	70	3054	2	
42,56,	94	29	28	57	46844	47	13114	4	4	4	1	4	9713	22621	112	3401	1	
42,57,	96	16	23	39	47926	46	5387	3	1	3	2	2	2333	11214	76	3054	2	
42,58,	96	13	23	36	47926	46	5183	3	1	3	2	1	2129	8669	70	3054	2	
42,59,	95	13	20	33	47767	47	4847	2	2	2	1	1	1842	6261	66	3005	2	
42,60,	96	15	20	35	48163	46	5881	2	2	2	1	1	2876	6797	70	3005	2	
42,61,	95	15	20	35	47830	47	5052	2	2	2	1	1	2047	6596	70	3005	2	
42,62,	95	20	20	40	47933	47	5290	2	2	2	1	1	2285	6936	80	3005	2	
42,63,	95	14	23	37	47184	46	5387	3	1	3	2	2	2333	10672	72	3054	2	
42,64,	96	17	26	43	47738	46	6500	4	2	4	2	3	3222	16759	84	3278	2	
42,65,	96	13	23	36	47931	46	5656	3	1	3	2	1	2602	8968	70	3054	2	
42,66,	96	12	23	35	47926	46	4896	3	1	3	2	1	1842	8395	68	3054	2	
