index	max_degree	fail_node_degree	fail_neber_degree	fail_degree_sum	max_load	big_load_num	fail_load_sum	fail_num	first_round_fail	neber_fail_num	fail_round	subgraph_num	fail_node_load	load_change	load_change	degree_change	fail_neber_load	LCC
155,	49	2	0	2	26926	39	287	0	0	0	0	1	287	1765	4	0	399
156,	49	7	0	7	27123	39	1074	0	0	0	0	1	1074	2661	14	0	399
157,	49	2	0	2	26945	38	0	0	0	0	0	1	0	1382	4	0	399
158,	49	2	0	2	26966	38	143	0	0	0	0	1	143	2187	4	0	399
159,	49	2	0	2	26995	39	88	0	0	0	0	1	88	2449	4	0	399
160,	49	2	0	2	26961	38	99	0	0	0	0	1	99	2092	4	0	399
161,	49	4	0	4	27010	39	760	0	0	0	0	1	760	2754	8	0	399
162,	49	2	0	2	26939	39	136	0	0	0	0	1	136	2189	4	0	399
163,	49	4	0	4	26858	39	159	0	0	0	0	1	159	2150	8	0	399
164,	49	2	0	2	26973	38	168	0	0	0	0	1	168	2479	4	0	399
165,	49	2	0	2	26964	38	171	0	0	0	0	1	171	1262	4	0	399
166,	49	3	0	3	26972	38	261	0	0	0	0	1	261	2583	6	0	399
167,	49	5	0	5	27035	39	1247	0	0	0	0	1	1247	2334	10	0	399
168,	49	2	0	2	26822	38	159	0	0	0	0	1	159	2004	4	0	399
169,	49	3	0	3	26971	39	406	0	0	0	0	1	406	1350	6	0	399
170,	49	4	0	4	27014	40	765	0	0	0	0	1	765	1293	8	0	399
171,	49	4	0	4	26973	39	502	0	0	0	0	1	502	3044	8	0	399
172,	49	4	0	4	26974	38	275	0	0	0	0	1	275	2870	8	0	399
173,	49	5	0	5	27041	40	908	0	0	0	0	1	908	1842	10	0	399
174,	49	2	0	2	26979	39	105	0	0	0	0	1	105	2275	4	0	399
175,	49	2	0	2	26954	38	86	0	0	0	0	1	86	2154	4	0	399
176,	49	2	0	2	26925	38	0	0	0	0	0	1	0	1337	4	0	399
177,	49	2	0	2	26940	39	0	0	0	0	0	1	0	1576	4	0	399
178,	49	5	0	5	27016	38	1032	0	0	0	0	1	1032	3088	10	0	399
179,	49	2	0	2	26900	39	351	0	0	0	0	1	351	1821	4	0	399
180,	49	2	0	2	26942	39	115	0	0	0	0	1	115	2320	4	0	399
181,	49	3	0	3	26975	38	186	0	0	0	0	1	186	2501	6	0	399
182,	49	3	0	3	27052	39	328	0	0	0	0	1	328	1928	6	0	399
183,	49	4	0	4	26982	38	404	0	0	0	0	1	404	2598	8	0	399
184,	49	2	0	2	26950	39	0	0	0	0	0	1	0	2061	4	0	399
185,	49	2	0	2	26967	37	66	0	0	0	0	1	66	1888	4	0	399
186,	49	2	0	2	26955	39	441	0	0	0	0	1	441	2278	4	0	399
187,	49	3	0	3	26956	39	160	0	0	0	0	1	160	2566	6	0	399
188,	49	2	0	2	26990	39	201	0	0	0	0	1	201	1874	4	0	399
189,	49	2	0	2	26965	39	58	0	0	0	0	1	58	2025	4	0	399
190,	49	3	0	3	26964	39	169	0	0	0	0	1	169	2582	6	0	399
191,	49	3	0	3	26939	39	152	0	0	0	0	1	152	2268	6	0	399
192,	49	3	0	3	27010	38	366	0	0	0	0	1	366	2071	6	0	399
193,	49	2	0	2	26956	38	190	0	0	0	0	1	190	2336	4	0	399
194,	49	3	0	3	27017	39	1021	0	0	0	0	1	1021	2082	6	0	399
195,	49	2	0	2	26934	39	58	0	0	0	0	1	58	2193	4	0	399
196,	49	2	0	2	26946	39	4	0	0	0	0	1	4	1915	4	0	399
197,	49	3	0	3	27021	39	407	0	0	0	0	1	407	2052	6	0	399
198,	49	3	0	3	26983	38	177	0	0	0	0	1	177	2839	6	0	399
199,	49	3	0	3	26973	38	251	0	0	0	0	1	251	2507	6	0	399
200,	49	3	0	3	26923	39	551	0	0	0	0	1	551	2104	6	0	399
201,	49	2	0	2	26950	39	0	0	0	0	0	1	0	2061	4	0	399
202,	49	3	3	6	26523	38	800	1	1	1	1	2	546	5988	12	254	397
203,	49	2	0	2	26962	39	0	0	0	0	0	1	0	1774	4	0	399
204,	49	2	0	2	26924	39	565	0	0	0	0	1	565	1911	4	0	399
205,	49	2	0	2	26941	39	473	0	0	0	0	1	473	1789	4	0	399
206,	49	2	0	2	26955	39	46	0	0	0	0	1	46	1914	4	0	399
207,	49	4	0	4	27034	39	627	0	0	0	0	1	627	2334	8	0	399
208,	49	3	0	3	26954	38	178	0	0	0	0	1	178	2575	6	0	399
209,	49	2	0	2	26959	38	440	0	0	0	0	1	440	1648	4	0	399
210,	49	2	0	2	26925	38	259	0	0	0	0	1	259	1735	4	0	399
211,	49	3	0	3	26956	38	180	0	0	0	0	1	180	2649	6	0	399
